timestamp,open,high,low,close,volume
2026-06-01 09:15:00,1372.4,1379.8,1368.9,1371.4,59585.0
2026-06-01 09:20:00,1371.9,1372.7,1364.0,1371.4,46907.0
2026-06-01 09:25:00,1370.9,1372.2,1365.0,1365.5,42442.0
2026-06-01 09:30:00,1365.2,1366.0,1360.0,1360.2,26560.0
2026-06-01 09:35:00,1360.2,1364.8,1358.0,1364.5,22784.0
2026-06-01 09:40:00,1365.1,1377.0,1363.8,1374.9,76770.0
2026-06-01 09:45:00,1374.5,1376.2,1371.4,1374.1,44518.0
2026-06-01 09:50:00,1374.5,1376.0,1371.6,1375.1,45516.0
2026-06-01 09:55:00,1374.5,1377.4,1374.0,1375.6,54213.0
2026-06-01 10:00:00,1375.7,1375.7,1372.0,1372.0,25600.0
2026-06-01 10:05:00,1372.0,1372.9,1369.5,1372.1,201819.0
2026-06-01 10:10:00,1372.3,1373.2,1368.0,1369.5,98505.0
2026-06-01 10:15:00,1369.2,1375.4,1368.6,1372.0,123360.0
2026-06-01 10:20:00,1371.9,1374.4,1370.0,1371.3,113161.0
2026-06-01 10:25:00,1371.3,1372.0,1369.1,1370.0,214509.0
2026-06-01 10:30:00,1370.0,1372.8,1369.2,1372.3,38356.0
2026-06-01 10:35:00,1372.9,1377.0,1372.4,1376.7,26757.0
2026-06-01 10:40:00,1376.7,1380.5,1375.5,1379.1,31637.0
2026-06-01 10:45:00,1379.1,1384.7,1378.7,1379.9,34561.0
2026-06-01 10:50:00,1379.0,1381.5,1377.9,1381.1,17907.0
2026-06-01 10:55:00,1381.0,1387.9,1381.0,1386.0,28728.0
2026-06-01 11:00:00,1386.0,1389.7,1385.2,1389.7,29614.0
2026-06-01 11:05:00,1389.6,1391.9,1388.1,1391.3,62464.0
2026-06-01 11:10:00,1391.4,1393.0,1389.5,1391.7,30239.0
2026-06-01 11:15:00,1392.2,1396.5,1391.8,1395.8,35530.0
2026-06-01 11:20:00,1395.8,1398.8,1392.1,1393.8,50491.0
2026-06-01 11:25:00,1394.1,1395.8,1390.2,1390.7,26763.0
2026-06-01 11:30:00,1390.7,1393.0,1389.2,1392.0,31797.0
2026-06-01 11:35:00,1392.0,1393.2,1385.4,1386.9,41445.0
2026-06-01 11:40:00,1387.5,1388.0,1385.4,1386.0,24634.0
2026-06-01 11:45:00,1386.2,1388.8,1385.7,1388.1,19522.0
2026-06-01 11:50:00,1388.7,1393.6,1387.8,1392.0,42266.0
2026-06-01 11:55:00,1391.7,1393.7,1387.6,1388.3,37001.0
2026-06-01 12:00:00,1388.3,1390.0,1385.7,1389.9,17282.0
2026-06-01 12:05:00,1389.8,1394.0,1389.5,1394.0,36255.0
2026-06-01 12:10:00,1393.5,1394.9,1390.4,1393.8,30702.0
2026-06-01 12:15:00,1394.7,1394.9,1392.9,1393.7,26257.0
2026-06-01 12:20:00,1394.1,1395.2,1392.9,1395.2,27267.0
2026-06-01 12:25:00,1394.8,1395.8,1391.1,1392.5,37261.0
2026-06-01 12:30:00,1392.5,1393.1,1391.4,1392.6,20870.0
2026-06-01 12:35:00,1392.2,1393.5,1391.6,1392.4,32737.0
2026-06-01 12:40:00,1392.4,1393.7,1390.1,1393.4,53722.0
2026-06-01 12:45:00,1393.8,1397.0,1393.4,1396.0,42559.0
2026-06-01 12:50:00,1396.0,1397.4,1394.6,1396.2,26804.0
2026-06-01 12:55:00,1396.2,1396.7,1392.0,1392.0,35159.0
2026-06-01 13:00:00,1393.4,1393.5,1390.0,1391.3,19140.0
2026-06-01 13:05:00,1390.7,1392.3,1388.2,1388.8,28196.0
2026-06-01 13:10:00,1388.4,1390.0,1387.3,1388.9,17437.0
2026-06-01 13:15:00,1389.3,1390.4,1388.6,1390.3,16141.0
2026-06-01 13:20:00,1390.0,1390.6,1387.9,1388.0,18616.0
2026-06-01 13:25:00,1387.9,1391.9,1387.9,1391.8,15668.0
2026-06-01 13:30:00,1391.4,1393.2,1390.7,1390.7,25977.0
2026-06-01 13:35:00,1390.5,1392.7,1390.0,1391.8,20232.0
2026-06-01 13:40:00,1391.3,1392.4,1390.4,1391.4,21621.0
2026-06-01 13:45:00,1391.0,1391.7,1389.7,1390.0,18895.0
2026-06-01 13:50:00,1390.0,1391.2,1389.5,1390.4,15926.0
2026-06-01 13:55:00,1390.0,1390.9,1386.8,1389.0,42277.0
2026-06-01 14:00:00,1389.1,1390.1,1384.5,1386.6,25682.0
2026-06-01 14:05:00,1386.5,1387.5,1385.5,1385.9,13230.0
2026-06-01 14:10:00,1385.9,1388.5,1385.3,1386.0,17785.0
